unique_id,timepoint,domain,gender,age,block_order,block_type,trial_type,rt,accuracy,mean_rt
Non-words 3,baseline,Non-words,Female,17,con,con,tt3,1629,1,1124
Non-words 3,baseline,Non-words,Female,17,con,con,tt2,973,1,1124
Non-words 3,baseline,Non-words,Female,17,con,con,tt1,605,1,1124
Non-words 3,baseline,Non-words,Female,17,con,con,tt2,1015,1,1124
Non-words 3,baseline,Non-words,Female,17,con,con,tt4,1728,1,1124
Non-words 3,baseline,Non-words,Female,17,con,con,tt2,1554,1,1124
Non-words 3,baseline,Non-words,Female,17,con,con,tt1,798,1,1124
Non-words 3,baseline,Non-words,Female,17,con,con,tt3,1291,0,1124
Non-words 3,baseline,Non-words,Female,17,con,con,tt1,798,1,1124
Non-words 3,baseline,Non-words,Female,17,con,con,tt4,923,1,1124
Non-words 3,baseline,Non-words,Female,17,con,con,tt3,1273,1,1124
Non-words 3,baseline,Non-words,Female,17,con,con,tt4,980,1,1124
Non-words 3,baseline,Non-words,Female,17,con,con,tt3,1647,1,1124
Non-words 3,baseline,Non-words,Female,17,con,con,tt4,1087,0,1124
Non-words 3,baseline,Non-words,Female,17,con,con,tt2,1114,1,1124
Non-words 3,baseline,Non-words,Female,17,con,con,tt1,536,1,1124
Non-words 3,baseline,Non-words,Female,17,con,con,tt4,1128,1,1124
Non-words 3,baseline,Non-words,Female,17,con,con,tt1,1061,1,1124
Non-words 3,baseline,Non-words,Female,17,con,con,tt3,1039,1,1124
Non-words 3,baseline,Non-words,Female,17,con,con,tt2,1088,1,1124
Non-words 3,baseline,Non-words,Female,17,con,con,tt3,1244,0,1124
Non-words 3,baseline,Non-words,Female,17,con,con,tt4,1046,1,1124
Non-words 3,baseline,Non-words,Female,17,con,con,tt1,1079,1,1124
Non-words 3,baseline,Non-words,Female,17,con,con,tt2,932,1,1124
Non-words 3,baseline,Non-words,Female,17,con,incon,tt1,855,1,1124
Non-words 3,baseline,Non-words,Female,17,con,incon,tt4,2099,1,1124
Non-words 3,baseline,Non-words,Female,17,con,incon,tt3,798,1,1124
Non-words 3,baseline,Non-words,Female,17,con,incon,tt4,910,1,1124
Non-words 3,baseline,Non-words,Female,17,con,incon,tt2,919,1,1124
Non-words 3,baseline,Non-words,Female,17,con,incon,tt4,963,1,1124
Non-words 3,baseline,Non-words,Female,17,con,incon,tt2,835,1,1124
Non-words 3,baseline,Non-words,Female,17,con,incon,tt3,1463,0,1124
Non-words 3,baseline,Non-words,Female,17,con,incon,tt1,1596,1,1124
Non-words 3,baseline,Non-words,Female,17,con,incon,tt4,1015,1,1124
Non-words 3,baseline,Non-words,Female,17,con,incon,tt2,1991,1,1124
Non-words 3,baseline,Non-words,Female,17,con,incon,tt3,928,1,1124
Non-words 3,baseline,Non-words,Female,17,con,incon,tt4,725,1,1124
Non-words 3,baseline,Non-words,Female,17,con,incon,tt1,889,1,1124
Non-words 3,baseline,Non-words,Female,17,con,incon,tt3,1573,0,1124
Non-words 3,baseline,Non-words,Female,17,con,incon,tt1,1663,0,1124
Non-words 3,baseline,Non-words,Female,17,con,incon,tt2,761,1,1124
Non-words 3,baseline,Non-words,Female,17,con,incon,tt1,856,1,1124
Non-words 3,baseline,Non-words,Female,17,con,incon,tt2,743,1,1124
Non-words 3,baseline,Non-words,Female,17,con,incon,tt3,1189,1,1124
Non-words 3,baseline,Non-words,Female,17,con,incon,tt1,1240,0,1124
Non-words 3,baseline,Non-words,Female,17,con,incon,tt3,1447,1,1124
Non-words 3,baseline,Non-words,Female,17,con,incon,tt4,824,1,1124
Non-words 3,baseline,Non-words,Female,17,con,incon,tt2,959,1,1124
Non-words 3,baseline,Non-words,Female,17,con,con,tt4,1709,1,1124
Non-words 3,baseline,Non-words,Female,17,con,con,tt1,707,1,1124
Non-words 3,baseline,Non-words,Female,17,con,con,tt3,928,1,1124
Non-words 3,baseline,Non-words,Female,17,con,con,tt2,907,1,1124
Non-words 3,baseline,Non-words,Female,17,con,con,tt1,826,1,1124
Non-words 3,baseline,Non-words,Female,17,con,con,tt3,1397,1,1124
Non-words 3,baseline,Non-words,Female,17,con,con,tt4,724,1,1124
Non-words 3,baseline,Non-words,Female,17,con,con,tt1,926,1,1124
Non-words 3,baseline,Non-words,Female,17,con,con,tt2,862,1,1124
Non-words 3,baseline,Non-words,Female,17,con,con,tt4,1077,1,1124
Non-words 3,baseline,Non-words,Female,17,con,con,tt2,1269,1,1124
Non-words 3,baseline,Non-words,Female,17,con,con,tt1,1003,1,1124
Non-words 3,baseline,Non-words,Female,17,con,con,tt3,1334,1,1124
Non-words 3,baseline,Non-words,Female,17,con,con,tt2,1502,0,1124
Non-words 3,baseline,Non-words,Female,17,con,con,tt3,1030,1,1124
Non-words 3,baseline,Non-words,Female,17,con,con,tt4,1198,1,1124
Non-words 3,baseline,Non-words,Female,17,con,con,tt2,2037,1,1124
Non-words 3,baseline,Non-words,Female,17,con,con,tt4,906,1,1124
Non-words 3,baseline,Non-words,Female,17,con,con,tt1,732,1,1124
Non-words 3,baseline,Non-words,Female,17,con,con,tt3,1261,1,1124
Non-words 3,baseline,Non-words,Female,17,con,con,tt1,1355,1,1124
Non-words 3,baseline,Non-words,Female,17,con,con,tt3,886,1,1124
Non-words 3,baseline,Non-words,Female,17,con,con,tt4,906,1,1124
Non-words 3,baseline,Non-words,Female,17,con,con,tt2,1642,1,1124
Non-words 3,baseline,Non-words,Female,17,con,incon,tt4,1619,1,1124
Non-words 3,baseline,Non-words,Female,17,con,incon,tt3,672,1,1124
Non-words 3,baseline,Non-words,Female,17,con,incon,tt1,1082,1,1124
Non-words 3,baseline,Non-words,Female,17,con,incon,tt3,1008,1,1124
Non-words 3,baseline,Non-words,Female,17,con,incon,tt4,1031,1,1124
Non-words 3,baseline,Non-words,Female,17,con,incon,tt1,969,1,1124
Non-words 3,baseline,Non-words,Female,17,con,incon,tt2,802,1,1124
Non-words 3,baseline,Non-words,Female,17,con,incon,tt4,1036,1,1124
Non-words 3,baseline,Non-words,Female,17,con,incon,tt2,1769,1,1124
Non-words 3,baseline,Non-words,Female,17,con,incon,tt1,857,1,1124
Non-words 3,baseline,Non-words,Female,17,con,incon,tt3,887,1,1124
Non-words 3,baseline,Non-words,Female,17,con,incon,tt2,1170,1,1124
Non-words 3,baseline,Non-words,Female,17,con,incon,tt1,761,1,1124
Non-words 3,baseline,Non-words,Female,17,con,incon,tt3,931,1,1124
Non-words 3,baseline,Non-words,Female,17,con,incon,tt4,1017,1,1124
Non-words 3,baseline,Non-words,Female,17,con,incon,tt2,1100,1,1124
Non-words 3,baseline,Non-words,Female,17,con,incon,tt4,887,1,1124
Non-words 3,baseline,Non-words,Female,17,con,incon,tt3,901,1,1124
Non-words 3,baseline,Non-words,Female,17,con,incon,tt2,1521,0,1124
Non-words 3,baseline,Non-words,Female,17,con,incon,tt1,2401,0,1124
Non-words 3,baseline,Non-words,Female,17,con,incon,tt2,1037,1,1124
Non-words 3,baseline,Non-words,Female,17,con,incon,tt1,777,1,1124
Non-words 3,baseline,Non-words,Female,17,con,incon,tt4,1702,0,1124
Non-words 3,baseline,Non-words,Female,17,con,incon,tt3,957,1,1124
Non-words 3,baseline,Non-words,Female,17,con,con,tt3,2139,1,1124
Non-words 3,baseline,Non-words,Female,17,con,con,tt1,897,1,1124
Non-words 3,baseline,Non-words,Female,17,con,con,tt4,1649,1,1124
Non-words 3,baseline,Non-words,Female,17,con,con,tt2,840,1,1124
Non-words 3,baseline,Non-words,Female,17,con,con,tt3,1208,1,1124
Non-words 3,baseline,Non-words,Female,17,con,con,tt2,1198,1,1124
Non-words 3,baseline,Non-words,Female,17,con,con,tt4,1477,0,1124
Non-words 3,baseline,Non-words,Female,17,con,con,tt1,905,1,1124
Non-words 3,baseline,Non-words,Female,17,con,con,tt2,1808,1,1124
Non-words 3,baseline,Non-words,Female,17,con,con,tt1,765,1,1124
Non-words 3,baseline,Non-words,Female,17,con,con,tt4,729,1,1124
Non-words 3,baseline,Non-words,Female,17,con,con,tt1,963,1,1124
Non-words 3,baseline,Non-words,Female,17,con,con,tt3,918,1,1124
Non-words 3,baseline,Non-words,Female,17,con,con,tt1,772,1,1124
Non-words 3,baseline,Non-words,Female,17,con,con,tt2,1167,1,1124
Non-words 3,baseline,Non-words,Female,17,con,con,tt4,1211,1,1124
Non-words 3,baseline,Non-words,Female,17,con,con,tt3,1371,0,1124
Non-words 3,baseline,Non-words,Female,17,con,con,tt4,1095,0,1124
Non-words 3,baseline,Non-words,Female,17,con,con,tt3,875,1,1124
Non-words 3,baseline,Non-words,Female,17,con,con,tt2,1210,1,1124
Non-words 3,baseline,Non-words,Female,17,con,con,tt4,1376,1,1124
Non-words 3,baseline,Non-words,Female,17,con,con,tt3,1269,1,1124
Non-words 3,baseline,Non-words,Female,17,con,con,tt2,1369,1,1124
Non-words 3,baseline,Non-words,Female,17,con,con,tt1,614,1,1124
Non-words 3,baseline,Non-words,Female,17,con,incon,tt3,1958,1,1124
Non-words 3,baseline,Non-words,Female,17,con,incon,tt4,752,1,1124
Non-words 3,baseline,Non-words,Female,17,con,incon,tt2,1110,1,1124
Non-words 3,baseline,Non-words,Female,17,con,incon,tt1,815,1,1124
Non-words 3,baseline,Non-words,Female,17,con,incon,tt3,582,1,1124
Non-words 3,baseline,Non-words,Female,17,con,incon,tt1,1531,1,1124
Non-words 3,baseline,Non-words,Female,17,con,incon,tt3,1003,1,1124
Non-words 3,baseline,Non-words,Female,17,con,incon,tt1,939,1,1124
Non-words 3,baseline,Non-words,Female,17,con,incon,tt4,1025,1,1124
Non-words 3,baseline,Non-words,Female,17,con,incon,tt2,1353,1,1124
Non-words 3,baseline,Non-words,Female,17,con,incon,tt4,1245,1,1124
Non-words 3,baseline,Non-words,Female,17,con,incon,tt1,1037,1,1124
Non-words 3,baseline,Non-words,Female,17,con,incon,tt2,724,1,1124
Non-words 3,baseline,Non-words,Female,17,con,incon,tt1,1070,1,1124
Non-words 3,baseline,Non-words,Female,17,con,incon,tt2,1025,1,1124
Non-words 3,baseline,Non-words,Female,17,con,incon,tt3,1189,1,1124
Non-words 3,baseline,Non-words,Female,17,con,incon,tt4,750,1,1124
Non-words 3,baseline,Non-words,Female,17,con,incon,tt2,1624,1,1124
Non-words 3,baseline,Non-words,Female,17,con,incon,tt4,1215,1,1124
Non-words 3,baseline,Non-words,Female,17,con,incon,tt3,920,1,1124
Non-words 3,baseline,Non-words,Female,17,con,incon,tt4,710,1,1124
Non-words 3,baseline,Non-words,Female,17,con,incon,tt2,1200,1,1124
Non-words 3,baseline,Non-words,Female,17,con,incon,tt1,1113,1,1124
Non-words 3,baseline,Non-words,Female,17,con,incon,tt3,1330,1,1124
Non-words 7,baseline,Non-words,Female,46,con,con,tt2,2637,1,1744
Non-words 7,baseline,Non-words,Female,46,con,con,tt3,3370,0,1744
Non-words 7,baseline,Non-words,Female,46,con,con,tt1,2125,1,1744
Non-words 7,baseline,Non-words,Female,46,con,con,tt2,1199,1,1744
Non-words 7,baseline,Non-words,Female,46,con,con,tt1,1045,1,1744
Non-words 7,baseline,Non-words,Female,46,con,con,tt3,1647,1,1744
Non-words 7,baseline,Non-words,Female,46,con,con,tt4,1959,1,1744
Non-words 7,baseline,Non-words,Female,46,con,con,tt2,1697,1,1744
Non-words 7,baseline,Non-words,Female,46,con,con,tt4,2500,1,1744
Non-words 7,baseline,Non-words,Female,46,con,con,tt2,3047,1,1744
Non-words 7,baseline,Non-words,Female,46,con,con,tt3,1728,1,1744
Non-words 7,baseline,Non-words,Female,46,con,con,tt1,1108,1,1744
Non-words 7,baseline,Non-words,Female,46,con,con,tt3,4225,1,1744
Non-words 7,baseline,Non-words,Female,46,con,con,tt1,1006,1,1744
Non-words 7,baseline,Non-words,Female,46,con,con,tt4,1197,1,1744
Non-words 7,baseline,Non-words,Female,46,con,con,tt1,1381,1,1744
Non-words 7,baseline,Non-words,Female,46,con,con,tt4,1447,1,1744
Non-words 7,baseline,Non-words,Female,46,con,con,tt3,1603,1,1744
Non-words 7,baseline,Non-words,Female,46,con,con,tt2,1243,1,1744
Non-words 7,baseline,Non-words,Female,46,con,con,tt4,1405,1,1744
Non-words 7,baseline,Non-words,Female,46,con,con,tt3,2325,1,1744
Non-words 7,baseline,Non-words,Female,46,con,con,tt2,2886,0,1744
Non-words 7,baseline,Non-words,Female,46,con,con,tt4,1621,1,1744
Non-words 7,baseline,Non-words,Female,46,con,con,tt1,2009,1,1744
Non-words 7,baseline,Non-words,Female,46,con,incon,tt1,1916,1,1744
Non-words 7,baseline,Non-words,Female,46,con,incon,tt2,1561,1,1744
Non-words 7,baseline,Non-words,Female,46,con,incon,tt1,1051,1,1744
Non-words 7,baseline,Non-words,Female,46,con,incon,tt3,1302,1,1744
Non-words 7,baseline,Non-words,Female,46,con,incon,tt4,2096,1,1744
Non-words 7,baseline,Non-words,Female,46,con,incon,tt1,1858,1,1744
Non-words 7,baseline,Non-words,Female,46,con,incon,tt2,1127,1,1744
Non-words 7,baseline,Non-words,Female,46,con,incon,tt1,1636,1,1744
Non-words 7,baseline,Non-words,Female,46,con,incon,tt2,1665,1,1744
Non-words 7,baseline,Non-words,Female,46,con,incon,tt4,1721,1,1744
Non-words 7,baseline,Non-words,Female,46,con,incon,tt3,1018,1,1744
Non-words 7,baseline,Non-words,Female,46,con,incon,tt1,1508,1,1744
Non-words 7,baseline,Non-words,Female,46,con,incon,tt4,3007,1,1744
Non-words 7,baseline,Non-words,Female,46,con,incon,tt2,2140,0,1744
Non-words 7,baseline,Non-words,Female,46,con,incon,tt3,1705,1,1744
Non-words 7,baseline,Non-words,Female,46,con,incon,tt2,3078,1,1744
Non-words 7,baseline,Non-words,Female,46,con,incon,tt3,1378,1,1744
Non-words 7,baseline,Non-words,Female,46,con,incon,tt2,1172,1,1744
Non-words 7,baseline,Non-words,Female,46,con,incon,tt4,1510,1,1744
Non-words 7,baseline,Non-words,Female,46,con,incon,tt1,1217,1,1744
Non-words 7,baseline,Non-words,Female,46,con,incon,tt3,1508,1,1744
Non-words 7,baseline,Non-words,Female,46,con,incon,tt4,965,1,1744
Non-words 7,baseline,Non-words,Female,46,con,incon,tt3,2403,1,1744
Non-words 7,baseline,Non-words,Female,46,con,incon,tt4,1060,1,1744
Non-words 7,baseline,Non-words,Female,46,con,con,tt3,1896,1,1744
Non-words 7,baseline,Non-words,Female,46,con,con,tt1,1076,1,1744
Non-words 7,baseline,Non-words,Female,46,con,con,tt4,3711,1,1744
Non-words 7,baseline,Non-words,Female,46,con,con,tt1,4635,1,1744
Non-words 7,baseline,Non-words,Female,46,con,con,tt2,1834,1,1744
Non-words 7,baseline,Non-words,Female,46,con,con,tt3,1801,1,1744
Non-words 7,baseline,Non-words,Female,46,con,con,tt1,1602,1,1744
Non-words 7,baseline,Non-words,Female,46,con,con,tt2,1595,1,1744
Non-words 7,baseline,Non-words,Female,46,con,con,tt3,1514,1,1744
Non-words 7,baseline,Non-words,Female,46,con,con,tt1,1378,1,1744
Non-words 7,baseline,Non-words,Female,46,con,con,tt4,1660,1,1744
Non-words 7,baseline,Non-words,Female,46,con,con,tt2,2156,1,1744
Non-words 7,baseline,Non-words,Female,46,con,con,tt4,1819,1,1744
Non-words 7,baseline,Non-words,Female,46,con,con,tt1,1288,1,1744
Non-words 7,baseline,Non-words,Female,46,con,con,tt3,1455,0,1744
Non-words 7,baseline,Non-words,Female,46,con,con,tt2,2294,1,1744
Non-words 7,baseline,Non-words,Female,46,con,con,tt3,2019,1,1744
Non-words 7,baseline,Non-words,Female,46,con,con,tt1,1167,1,1744
Non-words 7,baseline,Non-words,Female,46,con,con,tt4,2607,1,1744
Non-words 7,baseline,Non-words,Female,46,con,con,tt2,1518,1,1744
Non-words 7,baseline,Non-words,Female,46,con,con,tt4,1197,1,1744
Non-words 7,baseline,Non-words,Female,46,con,con,tt3,1415,1,1744
Non-words 7,baseline,Non-words,Female,46,con,con,tt4,1105,1,1744
Non-words 7,baseline,Non-words,Female,46,con,con,tt2,2358,1,1744
Non-words 7,baseline,Non-words,Female,46,con,incon,tt3,1651,1,1744
Non-words 7,baseline,Non-words,Female,46,con,incon,tt4,1304,1,1744
Non-words 7,baseline,Non-words,Female,46,con,incon,tt2,1393,1,1744
Non-words 7,baseline,Non-words,Female,46,con,incon,tt3,1675,1,1744
Non-words 7,baseline,Non-words,Female,46,con,incon,tt1,1737,1,1744
Non-words 7,baseline,Non-words,Female,46,con,incon,tt2,2004,1,1744
Non-words 7,baseline,Non-words,Female,46,con,incon,tt4,1855,1,1744
Non-words 7,baseline,Non-words,Female,46,con,incon,tt1,2810,1,1744
Non-words 7,baseline,Non-words,Female,46,con,incon,tt3,1180,1,1744
Non-words 7,baseline,Non-words,Female,46,con,incon,tt4,2334,1,1744
Non-words 7,baseline,Non-words,Female,46,con,incon,tt3,1595,1,1744
Non-words 7,baseline,Non-words,Female,46,con,incon,tt1,1278,1,1744
Non-words 7,baseline,Non-words,Female,46,con,incon,tt3,2633,1,1744
Non-words 7,baseline,Non-words,Female,46,con,incon,tt4,1134,1,1744
Non-words 7,baseline,Non-words,Female,46,con,incon,tt2,1400,1,1744
Non-words 7,baseline,Non-words,Female,46,con,incon,tt1,1721,1,1744
Non-words 7,baseline,Non-words,Female,46,con,incon,tt2,2757,1,1744
Non-words 7,baseline,Non-words,Female,46,con,incon,tt3,1350,1,1744
Non-words 7,baseline,Non-words,Female,46,con,incon,tt1,1339,1,1744
Non-words 7,baseline,Non-words,Female,46,con,incon,tt4,1617,1,1744
Non-words 7,baseline,Non-words,Female,46,con,incon,tt2,1509,1,1744
Non-words 7,baseline,Non-words,Female,46,con,incon,tt4,2170,1,1744
Non-words 7,baseline,Non-words,Female,46,con,incon,tt2,2966,1,1744
Non-words 7,baseline,Non-words,Female,46,con,incon,tt1,1183,1,1744
Non-words 7,baseline,Non-words,Female,46,con,con,tt3,2294,1,1744
Non-words 7,baseline,Non-words,Female,46,con,con,tt4,1525,1,1744
Non-words 7,baseline,Non-words,Female,46,con,con,tt1,1733,1,1744
Non-words 7,baseline,Non-words,Female,46,con,con,tt2,1398,1,1744
Non-words 7,baseline,Non-words,Female,46,con,con,tt3,1235,1,1744
Non-words 7,baseline,Non-words,Female,46,con,con,tt4,1328,1,1744
Non-words 7,baseline,Non-words,Female,46,con,con,tt1,1562,1,1744
Non-words 7,baseline,Non-words,Female,46,con,con,tt4,2691,1,1744
Non-words 7,baseline,Non-words,Female,46,con,con,tt3,1455,1,1744
Non-words 7,baseline,Non-words,Female,46,con,con,tt1,1753,1,1744
Non-words 7,baseline,Non-words,Female,46,con,con,tt2,1438,1,1744
Non-words 7,baseline,Non-words,Female,46,con,con,tt4,2539,1,1744
Non-words 7,baseline,Non-words,Female,46,con,con,tt3,1323,1,1744
Non-words 7,baseline,Non-words,Female,46,con,con,tt1,1124,1,1744
Non-words 7,baseline,Non-words,Female,46,con,con,tt3,1316,1,1744
Non-words 7,baseline,Non-words,Female,46,con,con,tt4,1784,1,1744
Non-words 7,baseline,Non-words,Female,46,con,con,tt2,1998,1,1744
Non-words 7,baseline,Non-words,Female,46,con,con,tt3,1500,1,1744
Non-words 7,baseline,Non-words,Female,46,con,con,tt2,1857,1,1744
Non-words 7,baseline,Non-words,Female,46,con,con,tt4,1936,1,1744
Non-words 7,baseline,Non-words,Female,46,con,con,tt2,1185,1,1744
Non-words 7,baseline,Non-words,Female,46,con,con,tt1,1360,1,1744
Non-words 7,baseline,Non-words,Female,46,con,con,tt2,1629,1,1744
Non-words 7,baseline,Non-words,Female,46,con,con,tt1,993,1,1744
Non-words 7,baseline,Non-words,Female,46,con,incon,tt1,2892,1,1744
Non-words 7,baseline,Non-words,Female,46,con,incon,tt3,1153,1,1744
Non-words 7,baseline,Non-words,Female,46,con,incon,tt4,2732,1,1744
Non-words 7,baseline,Non-words,Female,46,con,incon,tt2,1636,1,1744
Non-words 7,baseline,Non-words,Female,46,con,incon,tt3,1993,1,1744
Non-words 7,baseline,Non-words,Female,46,con,incon,tt1,1295,1,1744
Non-words 7,baseline,Non-words,Female,46,con,incon,tt3,1381,1,1744
Non-words 7,baseline,Non-words,Female,46,con,incon,tt2,1335,1,1744
Non-words 7,baseline,Non-words,Female,46,con,incon,tt1,1334,1,1744
Non-words 7,baseline,Non-words,Female,46,con,incon,tt2,1529,1,1744
Non-words 7,baseline,Non-words,Female,46,con,incon,tt4,1268,1,1744
Non-words 7,baseline,Non-words,Female,46,con,incon,tt3,1007,1,1744
Non-words 7,baseline,Non-words,Female,46,con,incon,tt1,1300,1,1744
Non-words 7,baseline,Non-words,Female,46,con,incon,tt3,1230,1,1744
Non-words 7,baseline,Non-words,Female,46,con,incon,tt4,1192,1,1744
Non-words 7,baseline,Non-words,Female,46,con,incon,tt1,1590,1,1744
Non-words 7,baseline,Non-words,Female,46,con,incon,tt3,1270,1,1744
Non-words 7,baseline,Non-words,Female,46,con,incon,tt1,1527,1,1744
Non-words 7,baseline,Non-words,Female,46,con,incon,tt4,1364,1,1744
Non-words 7,baseline,Non-words,Female,46,con,incon,tt2,1632,1,1744
Non-words 7,baseline,Non-words,Female,46,con,incon,tt4,1693,1,1744
Non-words 7,baseline,Non-words,Female,46,con,incon,tt2,1421,1,1744
Non-words 7,baseline,Non-words,Female,46,con,incon,tt4,2996,1,1744
Non-words 7,baseline,Non-words,Female,46,con,incon,tt2,1653,1,1744
Non-words 9,baseline,Non-words,Female,21,con,con,tt2,948,1,1232
Non-words 9,baseline,Non-words,Female,21,con,con,tt4,1508,1,1232
Non-words 9,baseline,Non-words,Female,21,con,con,tt1,1483,1,1232
Non-words 9,baseline,Non-words,Female,21,con,con,tt3,1130,1,1232
Non-words 9,baseline,Non-words,Female,21,con,con,tt2,1325,1,1232
Non-words 9,baseline,Non-words,Female,21,con,con,tt1,996,1,1232
Non-words 9,baseline,Non-words,Female,21,con,con,tt4,1005,1,1232
Non-words 9,baseline,Non-words,Female,21,con,con,tt3,1342,1,1232
Non-words 9,baseline,Non-words,Female,21,con,con,tt4,764,1,1232
Non-words 9,baseline,Non-words,Female,21,con,con,tt1,1128,0,1232
Non-words 9,baseline,Non-words,Female,21,con,con,tt3,1463,1,1232
Non-words 9,baseline,Non-words,Female,21,con,con,tt1,838,1,1232
Non-words 9,baseline,Non-words,Female,21,con,con,tt2,859,1,1232
Non-words 9,baseline,Non-words,Female,21,con,con,tt4,1241,1,1232
Non-words 9,baseline,Non-words,Female,21,con,con,tt1,1550,1,1232
Non-words 9,baseline,Non-words,Female,21,con,con,tt2,1157,1,1232
Non-words 9,baseline,Non-words,Female,21,con,con,tt1,663,1,1232
Non-words 9,baseline,Non-words,Female,21,con,con,tt3,932,1,1232
Non-words 9,baseline,Non-words,Female,21,con,con,tt4,728,1,1232
Non-words 9,baseline,Non-words,Female,21,con,con,tt3,768,1,1232
Non-words 9,baseline,Non-words,Female,21,con,con,tt2,1221,0,1232
Non-words 9,baseline,Non-words,Female,21,con,con,tt4,1000,1,1232
Non-words 9,baseline,Non-words,Female,21,con,con,tt2,1179,1,1232
Non-words 9,baseline,Non-words,Female,21,con,con,tt3,926,1,1232
Non-words 9,baseline,Non-words,Female,21,con,incon,tt3,802,1,1232
Non-words 9,baseline,Non-words,Female,21,con,incon,tt2,966,1,1232
Non-words 9,baseline,Non-words,Female,21,con,incon,tt1,788,1,1232
Non-words 9,baseline,Non-words,Female,21,con,incon,tt4,1008,1,1232
Non-words 9,baseline,Non-words,Female,21,con,incon,tt3,858,1,1232
Non-words 9,baseline,Non-words,Female,21,con,incon,tt1,1598,1,1232
Non-words 9,baseline,Non-words,Female,21,con,incon,tt4,3636,0,1232
Non-words 9,baseline,Non-words,Female,21,con,incon,tt3,2354,1,1232
Non-words 9,baseline,Non-words,Female,21,con,incon,tt2,2451,0,1232
Non-words 9,baseline,Non-words,Female,21,con,incon,tt3,1120,1,1232
Non-words 9,baseline,Non-words,Female,21,con,incon,tt4,1053,1,1232
Non-words 9,baseline,Non-words,Female,21,con,incon,tt1,1933,0,1232
Non-words 9,baseline,Non-words,Female,21,con,incon,tt2,3726,0,1232
Non-words 9,baseline,Non-words,Female,21,con,incon,tt3,1558,1,1232
Non-words 9,baseline,Non-words,Female,21,con,incon,tt2,10225,0,1232
Non-words 9,baseline,Non-words,Female,21,con,incon,tt1,1502,0,1232
Non-words 9,baseline,Non-words,Female,21,con,incon,tt4,1726,1,1232
Non-words 9,baseline,Non-words,Female,21,con,incon,tt2,2165,1,1232
Non-words 9,baseline,Non-words,Female,21,con,incon,tt1,960,1,1232
Non-words 9,baseline,Non-words,Female,21,con,incon,tt2,772,1,1232
Non-words 9,baseline,Non-words,Female,21,con,incon,tt4,940,1,1232
Non-words 9,baseline,Non-words,Female,21,con,incon,tt1,841,1,1232
Non-words 9,baseline,Non-words,Female,21,con,incon,tt4,1056,1,1232
Non-words 9,baseline,Non-words,Female,21,con,incon,tt3,604,1,1232
Non-words 9,baseline,Non-words,Female,21,con,con,tt2,1141,1,1232
Non-words 9,baseline,Non-words,Female,21,con,con,tt3,1418,1,1232
Non-words 9,baseline,Non-words,Female,21,con,con,tt4,880,1,1232
Non-words 9,baseline,Non-words,Female,21,con,con,tt1,1609,1,1232
Non-words 9,baseline,Non-words,Female,21,con,con,tt2,704,1,1232
Non-words 9,baseline,Non-words,Female,21,con,con,tt3,918,1,1232
Non-words 9,baseline,Non-words,Female,21,con,con,tt2,919,1,1232
Non-words 9,baseline,Non-words,Female,21,con,con,tt4,869,1,1232
Non-words 9,baseline,Non-words,Female,21,con,con,tt2,1196,1,1232
Non-words 9,baseline,Non-words,Female,21,con,con,tt4,994,1,1232
Non-words 9,baseline,Non-words,Female,21,con,con,tt1,1211,1,1232
Non-words 9,baseline,Non-words,Female,21,con,con,tt4,1673,1,1232
Non-words 9,baseline,Non-words,Female,21,con,con,tt3,859,1,1232
Non-words 9,baseline,Non-words,Female,21,con,con,tt1,910,1,1232
Non-words 9,baseline,Non-words,Female,21,con,con,tt3,715,1,1232
Non-words 9,baseline,Non-words,Female,21,con,con,tt1,997,1,1232
Non-words 9,baseline,Non-words,Female,21,con,con,tt3,887,1,1232
Non-words 9,baseline,Non-words,Female,21,con,con,tt2,853,1,1232
Non-words 9,baseline,Non-words,Female,21,con,con,tt4,1118,1,1232
Non-words 9,baseline,Non-words,Female,21,con,con,tt2,1000,1,1232
Non-words 9,baseline,Non-words,Female,21,con,con,tt1,814,1,1232
Non-words 9,baseline,Non-words,Female,21,con,con,tt4,1336,0,1232
Non-words 9,baseline,Non-words,Female,21,con,con,tt1,1005,1,1232
Non-words 9,baseline,Non-words,Female,21,con,con,tt3,903,1,1232
Non-words 9,baseline,Non-words,Female,21,con,incon,tt2,1251,1,1232
Non-words 9,baseline,Non-words,Female,21,con,incon,tt4,830,1,1232
Non-words 9,baseline,Non-words,Female,21,con,incon,tt1,830,1,1232
Non-words 9,baseline,Non-words,Female,21,con,incon,tt3,878,1,1232
Non-words 9,baseline,Non-words,Female,21,con,incon,tt1,866,1,1232
Non-words 9,baseline,Non-words,Female,21,con,incon,tt4,1668,0,1232
Non-words 9,baseline,Non-words,Female,21,con,incon,tt1,1014,1,1232
Non-words 9,baseline,Non-words,Female,21,con,incon,tt2,2823,0,1232
Non-words 9,baseline,Non-words,Female,21,con,incon,tt4,1862,1,1232
Non-words 9,baseline,Non-words,Female,21,con,incon,tt1,803,1,1232
Non-words 9,baseline,Non-words,Female,21,con,incon,tt2,890,1,1232
Non-words 9,baseline,Non-words,Female,21,con,incon,tt4,1042,1,1232
Non-words 9,baseline,Non-words,Female,21,con,incon,tt3,946,1,1232
Non-words 9,baseline,Non-words,Female,21,con,incon,tt2,1572,0,1232
Non-words 9,baseline,Non-words,Female,21,con,incon,tt3,1498,0,1232
